Name,Category,Location,Lat,Lon,Description,Municipality,Province,Tags,PhotoHint,Image_URL
Diocesan Shrine and Parish of Our Lady of Grace (Diocese of Kalookan),Historical Site/Family,"Caloocan, NCR",14.65593585,120.9846714,"The central religious and historical landmark of Caloocan, serving as the spiritual heart of the Catholic community in NCR.",Caloocan,NCR,historical site|family,Diocesan Shrine and Parish of Our Lady of Grace (Diocese of Kalookan) Caloocan NCR Philippines,https://dioceseofkalookan.ph/wp-content/uploads/2020/12/Diocesan-Shrine-and-Parish-of-Our-Lady-of-Grace-Grace-Park-Caloocan-City-Aisle.jpg
Maypajo Public Market And Commercial Complex,Pasalubong Store/Family,"Caloocan, NCR",14.63931845,120.9739458,"The bustling trade center of Caloocan, NCR, offering fresh local produce, regional delicacies, and native handicrafts.",Caloocan,NCR,pasalubong store|family,Maypajo Public Market And Commercial Complex Caloocan NCR Philippines,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQQpKvNBvWOIrJfJMskrCwrLJ3AD-jGrjXxgA&s
Caloocan Municipal Plaza,Nature Park/Family/Relaxation,"Caloocan, NCR",14.64961547,120.9906809,"A key community gathering space in the heart of Caloocan, perfect for leisure, events, and experiencing the local NCR lifestyle.",Caloocan,NCR,nature park|family|relaxation,Caloocan Municipal Plaza Caloocan NCR Philippines,https://upload.wikimedia.org/wikipedia/commons/9/94/Bonifacio_Monument%2C_Caloocan_City.jpg
Pares Mami House - 9th Ave,Restaurant/Romantic,"Caloocan, NCR",14.65040111,120.9835388,A popular dining spot in Caloocan serving authentic NCR dishes and affordable comfort food favored by locals.,Caloocan,NCR,restaurant|romantic,Pares Mami House - 9th Ave Caloocan NCR Philippines,https://d2kihw5e8drjh5.cloudfront.net/eyJidWNrZXQiOiJ1dGEtaW1hZ2VzIiwia2V5IjoicGxhY2VfaW1nL0Q2QURycFZ4VHh5VlhpYjRST2l2cGciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjY0MCwiaGVpZ2h0Ijo2NDAsImZpdCI6Imluc2lkZSJ9LCJyb3RhdGUiOm51bGwsInRvRm9ybWF0IjogIndlYnAifX0=
Diocesan Shrine and Parish of Nuestra Señora de los Desamparados,Historical Site/Family,"Marikina, NCR",14.63178651,121.096772,"The central religious and historical landmark of Marikina, serving as the spiritual heart of the Catholic community in NCR.",Marikina,NCR,historical site|family,Diocesan Shrine and Parish of Nuestra Señora de los Desamparados Marikina NCR Philippines,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQswXZidK9R1CA2cD9N2OUiyZV8FYK6F-gpZA&s
Marikina Public Market,Pasalubong Store/Family,"Marikina, NCR",14.63341421,121.096175,"The bustling trade center of Marikina, NCR, offering fresh local produce, regional delicacies, and native handicrafts.",Marikina,NCR,pasalubong store|family,Marikina Public Market Marikina NCR Philippines,"https://mindtrip.ai/cdn-cgi/image/format=webp,w=1200/https://images.mindtrip.ai/attractions/b184/5802/2d80/f2e8/e292/51b5/1d54/83af"
Marikina Municipal Plaza,Nature Park/Family/Relaxation,"Marikina, NCR",14.63315982,121.0991444,"A key community gathering space in the heart of Marikina, perfect for leisure, events, and experiencing the local NCR lifestyle.",Marikina,NCR,nature park|family|relaxation,Marikina Municipal Plaza Marikina NCR Philippines,https://upload.wikimedia.org/wikipedia/commons/9/9a/Marikina_Clock_Tower_Arch%2C_Dec_2023_%282%29.jpg
Tapsi Ni Vivian,Restaurant/Romantic,"Marikina, NCR",14.62219133,121.1021483,A popular dining spot in Marikina serving authentic NCR dishes and affordable comfort food favored by locals.,Marikina,NCR,restaurant|romantic,Tapsi Ni Vivian Marikina NCR Philippines,https://images.squarespace-cdn.com/content/v1/5fa1522044bdda192713063c/83c3c2fa-40df-43a5-9ff6-04676c62ecea/Tapsi+Ni+Vivian+at+Bulaluhan+in+Marikina+City
Mary the Queen Parish (Archdiocese of Manila),Historical Site/Family,"San Juan, NCR",14.60670426,121.0417026,"The central religious and historical landmark of San Juan, serving as the spiritual heart of the Catholic community in NCR.",San Juan,NCR,historical site|family,Mary the Queen Parish (Archdiocese of Manila) San Juan NCR Philippines,https://i0.wp.com/pinoychurches.wordpress.com/wp-content/uploads/2012/12/p1100915.jpg?ssl=1
San Juan City Agora Market,Pasalubong Store/Family,"San Juan, NCR",14.60632781,121.0231783,"The bustling trade center of San Juan, NCR, offering fresh local produce, regional delicacies, and native handicrafts.",San Juan,NCR,pasalubong store|family,San Juan City Agora Market San Juan NCR Philippines,https://upload.wikimedia.org/wikipedia/commons/a/a2/02357jfPuregold_Agora_Public_Market_Plaza_Mayor_San_Juan_Cityfvf_08.jpg
San Juan Municipal Plaza,Nature Park/Family/Relaxation,"San Juan, NCR",14.60534833,121.029325,"A key community gathering space in the heart of San Juan, perfect for leisure, events, and experiencing the local NCR lifestyle.",San Juan,NCR,nature park|family|relaxation,San Juan Municipal Plaza San Juan NCR Philippines,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQarcz4QZzlrIhoPszeojJBZRNqFuKENBqE9Q&s
D' Original Pares - San Juan,Restaurant/Romantic,"San Juan, NCR",14.60755077,121.0262147,A popular dining spot in San Juan serving authentic NCR dishes and affordable comfort food favored by locals.,San Juan,NCR,restaurant|romantic,D' Original Pares - San Juan San Juan NCR Philippines,https://images.deliveryhero.io/image/fd-ph/LH/ogya-listing.jpg
Antipolo Cathedral,Historical Site/Family,"Antipolo, Rizal",14.58774434,121.1765546,"The central religious and historical landmark of Antipolo, serving as the spiritual heart of the Catholic community in Rizal.",Antipolo,Rizal,historical site|family,Antipolo Cathedral Antipolo Rizal Philippines,https://upload.wikimedia.org/wikipedia/commons/8/8b/InternationalShrineAntipolo.jpg
Antipolo Public Market,Pasalubong Store/Family,"Antipolo, Rizal",14.59586096,121.1713563,"The bustling trade center of Antipolo, Rizal, offering fresh local produce, regional delicacies, and native handicrafts.",Antipolo,Rizal,pasalubong store|family,Antipolo Public Market Antipolo Rizal Philippines,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRXaeztZcXDc1S3vxY4S4Nmu3gx5xrMb_lXQQ&s
Antipolo Municipal Plaza,Nature Park/Family/Relaxation,"Antipolo, Rizal",14.58633701,121.1759709,"A key community gathering space in the heart of Antipolo, perfect for leisure, events, and experiencing the local Rizal lifestyle.",Antipolo,Rizal,nature park|family|relaxation,Antipolo Municipal Plaza Antipolo Rizal Philippines,https://thumbs.dreamstime.com/b/antipolo-city-hall-outdoor-plaza-rizal-philippines-ph-nov-christmas-november-173115672.jpg
Tyvo Overlooking Grill & Cafe Antipolo,Restaurant/Romantic,"Antipolo, Rizal",14.57737897,121.161776,A popular dining spot in Antipolo serving authentic Rizal dishes and affordable comfort food favored by locals.,Antipolo,Rizal,restaurant|romantic,Tyvo Overlooking Grill & Cafe Antipolo Antipolo Rizal Philippines,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRGBgHeAfhsDeLYf997JtwfWIiFkcHorfzyXQ&s
"Minor Basilica and Parish of St. John the Baptist- Taytay, Rizal (Diocese of Antipolo)",Historical Site/Family,"Taytay, Rizal",14.57309201,121.1316688,"The central religious and historical landmark of Taytay, serving as the spiritual heart of the Catholic community in Rizal.",Taytay,Rizal,historical site|family,"Minor Basilica and Parish of St. John the Baptist- Taytay, Rizal (Diocese of Antipolo) Taytay Rizal Philippines",https://cbcpnews.net/cbcpnews/wp-content/uploads/2024/01/SJBP-TaytayRizal-Handout.jpg
Taytay Public Market,Pasalubong Store/Family,"Taytay, Rizal",14.55908375,121.1351382,"The bustling trade center of Taytay, Rizal, offering fresh local produce, regional delicacies, and native handicrafts.",Taytay,Rizal,pasalubong store|family,Taytay Public Market Taytay Rizal Philippines,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRfVEFKE7pMG6s8c32Au_iQEh3hf0N3x-yPlw&s
Taytay Municipal Plaza,Nature Park/Family/Relaxation,"Taytay, Rizal",14.5526737,121.1303765,"A key community gathering space in the heart of Taytay, perfect for leisure, events, and experiencing the local Rizal lifestyle.",Taytay,Rizal,nature park|family|relaxation,Taytay Municipal Plaza Taytay Rizal Philippines,https://upload.wikimedia.org/wikipedia/commons/b/b5/Old_Taytay_Municipal_Plaza.jpg
Aplaya Taytay,Restaurant/Romantic,"Taytay, Rizal",14.57034581,121.1247047,A popular dining spot in Taytay serving authentic Rizal dishes and affordable comfort food favored by locals.,Taytay,Rizal,restaurant|romantic,Aplaya Taytay Taytay Rizal Philippines,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSBV3Y_zTJniAyG1nEmOf4o0xIwbpYHRmcZSQ&s
"Diocesan Shrine and Parish of Saint Clement - Poblacion Ibaba, Angono, Rizal (Diocese of Antipolo)",Historical Site/Family,"Angono, Rizal",14.52373586,121.1497298,"The central religious and historical landmark of Angono, serving as the spiritual heart of the Catholic community in Rizal.",Angono,Rizal,historical site|family,"Diocesan Shrine and Parish of Saint Clement - Poblacion Ibaba, Angono, Rizal (Diocese of Antipolo) Angono Rizal Philippines","Diocesan Shrine and Parish of Saint Clement - Poblacion Ibaba, Angono, Rizal (Diocese of Antipolo) Angono Rizal Philippines"
Angono Public Market,Pasalubong Store/Family,"Angono, Rizal",14.52351556,121.1536726,"The bustling trade center of Angono, Rizal, offering fresh local produce, regional delicacies, and native handicrafts.",Angono,Rizal,pasalubong store|family,Angono Public Market Angono Rizal Philippines,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRQehjM0D3QQpoaTzCmZ44BAWvz_Gg6rAtmLA&s
Angono Municipal Plaza,Nature Park/Family/Relaxation,"Angono, Rizal",14.52640632,121.1527043,"A key community gathering space in the heart of Angono, perfect for leisure, events, and experiencing the local Rizal lifestyle.",Angono,Rizal,nature park|family|relaxation,Angono Municipal Plaza Angono Rizal Philippines,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQvPJBzA_5LZ7hGLSkKN7DdsjHE76g8ESXcfA&s
Any-Haw sa MP,Restaurant/Romantic,"Angono, Rizal",14.53504299,121.1921232,A popular dining spot in Angono serving authentic Rizal dishes and affordable comfort food favored by locals.,Angono,Rizal,restaurant|romantic,Any-Haw sa MP Angono Rizal Philippines,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRFjqMsfLvbwQNye7UYz614Rc8GXOPubWneLw&s
"Sta.Ursula Parish Church - Libid, Binangonan, Rizal (Diocese of Antipolo)",Historical Site/Family,"Binangonan, Rizal",14.46699327,121.1932654,"The central religious and historical landmark of Binangonan, serving as the spiritual heart of the Catholic community in Rizal.",Binangonan,Rizal,historical site|family,"Sta.Ursula Parish Church - Libid, Binangonan, Rizal (Diocese of Antipolo) Binangonan Rizal Philippines",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQfmSMIY-dZYUIAMK9x4h7cdWEuxiwTCTefmA&s
Binangonan Public Market,Pasalubong Store/Family,"Binangonan, Rizal",14.46353923,121.1933093,"The bustling trade center of Binangonan, Rizal, offering fresh local produce, regional delicacies, and native handicrafts.",Binangonan,Rizal,pasalubong store|family,Binangonan Public Market Binangonan Rizal Philippines,https://www.rizalprovince.ph/YES%20TO%20GREEN%20images/2013_09_26%20YES%20LAUNCHING%20@%20BINANGONAN/BINANGONAN%20(1).JPG
Binangonan Municipal Plaza,Nature Park/Family/Relaxation,"Binangonan, Rizal",14.48203644,121.1881179,"A key community gathering space in the heart of Binangonan, perfect for leisure, events, and experiencing the local Rizal lifestyle.",Binangonan,Rizal,nature park|family|relaxation,Binangonan Municipal Plaza Binangonan Rizal Philippines,https://upload.wikimedia.org/wikipedia/en/f/f9/Binangonan_Municipal_Building_%28Manila_East_Road%2C_Binangonan%2C_Rizal%29%282013%29.jpg
Williams Tapsilogan,Restaurant/Romantic,"Binangonan, Rizal",14.49638594,121.1767098,A popular dining spot in Binangonan serving authentic Rizal dishes and affordable comfort food favored by locals.,Binangonan,Rizal,restaurant|romantic,Williams Tapsilogan Binangonan Rizal Philippines,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ_uiLowgRaCKE2CDBT8iQTDSoxdgUpgK0rOw&s
"Diocesan Shrine and Parish of Our Lady of Light - San Andres, Cainta, Rizal (Diocese of Antipolo)",Historical Site/Family,"Cainta, Rizal",14.58339875,121.115613,"The central religious and historical landmark of Cainta, serving as the spiritual heart of the Catholic community in Rizal.",Cainta,Rizal,historical site|family,"Diocesan Shrine and Parish of Our Lady of Light - San Andres, Cainta, Rizal (Diocese of Antipolo) Cainta Rizal Philippines",https://static.where-e.com/Philippines/Diocesan-Shrine-And-Parish-Of-Our-Lady-Of-Light-San-Andres-Cainta-Rizal-Diocese-Of-Antipolo_5df8d2d8f5651c3cdea8c250bb26f2ca.jpg
Cainta Public Market,Pasalubong Store/Family,"Cainta, Rizal",14.58775858,121.1127411,"The bustling trade center of Cainta, Rizal, offering fresh local produce, regional delicacies, and native handicrafts.",Cainta,Rizal,pasalubong store|family,Cainta Public Market Cainta Rizal Philippines,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS6D3_wdzk8TMbVguIbmXiEiDBYQRYaKOtvhA&s
Cainta Municipal Plaza,Nature Park/Family/Relaxation,"Cainta, Rizal",14.58033267,121.1145832,"A key community gathering space in the heart of Cainta, perfect for leisure, events, and experiencing the local Rizal lifestyle.",Cainta,Rizal,nature park|family|relaxation,Cainta Municipal Plaza Cainta Rizal Philippines,https://upload.wikimedia.org/wikipedia/commons/8/89/Cainta_Municipal_Hall%2C_Rizal%2C_Oct_2025_%282%29.jpg
Pares Retiro Cainta,Restaurant/Romantic,"Cainta, Rizal",14.6074774,121.1047053,A popular dining spot in Cainta serving authentic Rizal dishes and affordable comfort food favored by locals.,Cainta,Rizal,restaurant|romantic,Pares Retiro Cainta Cainta Rizal Philippines,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQuBhG0g327Io5RskS2uY-5JH2XNJ1HSWAh6w&s
National Shrine and Parish of Our Lady of Aranzazu,Historical Site/Family,"San Mateo, Rizal",14.69841176,121.116499,"The central religious and historical landmark of San Mateo, serving as the spiritual heart of the Catholic community in Rizal.",San Mateo,Rizal,historical site|family,National Shrine and Parish of Our Lady of Aranzazu San Mateo Rizal Philippines,https://upload.wikimedia.org/wikipedia/commons/6/6a/Diocesan_Shrine_of_Our_Lady_of_Aranzazu%2C_San_Mateo%2C_Rizal%2C_Mar_2024.jpg
San Mateo Public Market,Pasalubong Store/Family,"San Mateo, Rizal",14.69802627,121.1200383,"The bustling trade center of San Mateo, Rizal, offering fresh local produce, regional delicacies, and native handicrafts.",San Mateo,Rizal,pasalubong store|family,San Mateo Public Market San Mateo Rizal Philippines,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT842vi1aukVwmn2HBzkjR68tjvfFa0n3en1w&s
San Mateo Municipal Plaza,Nature Park/Family/Relaxation,"San Mateo, Rizal",14.6952228,121.1177645,"A key community gathering space in the heart of San Mateo, perfect for leisure, events, and experiencing the local Rizal lifestyle.",San Mateo,Rizal,nature park|family|relaxation,San Mateo Municipal Plaza San Mateo Rizal Philippines,https://upload.wikimedia.org/wikipedia/commons/thumb/6/63/SanMateo%2CRizaljf5416_10.JPG/3840px-SanMateo%2CRizaljf5416_10.JPG
Eaden's Plate Kitchenette,Restaurant/Romantic,"San Mateo, Rizal",14.68577274,121.1373848,A popular dining spot in San Mateo serving authentic Rizal dishes and affordable comfort food favored by locals.,San Mateo,Rizal,restaurant|romantic,Eaden's Plate Kitchenette San Mateo Rizal Philippines,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRtytJXwjkEnE36v2hXYbKQNyXlYy_dCWcA-g&s
"San Ildefonso de Toledo Parish - Tanay, Rizal (Diocese of Antipolo)",Historical Site/Family,"Tanay, Rizal",14.5016405,121.2842497,"The central religious and historical landmark of Tanay, serving as the spiritual heart of the Catholic community in Rizal.",Tanay,Rizal,historical site|family,"San Ildefonso de Toledo Parish - Tanay, Rizal (Diocese of Antipolo) Tanay Rizal Philippines",
Tanay Public Market,Pasalubong Store/Family,"Tanay, Rizal",14.49292683,121.2881533,"The bustling trade center of Tanay, Rizal, offering fresh local produce, regional delicacies, and native handicrafts.",Tanay,Rizal,pasalubong store|family,Tanay Public Market Tanay Rizal Philippines,
Tanay Municipal Plaza,Nature Park/Family/Relaxation,"Tanay, Rizal",14.50039829,121.283339,"A key community gathering space in the heart of Tanay, perfect for leisure, events, and experiencing the local Rizal lifestyle.",Tanay,Rizal,nature park|family|relaxation,Tanay Municipal Plaza Tanay Rizal Philippines,
Tanay Highlands,Restaurant/Romantic,"Tanay, Rizal",14.57824347,121.3638113,A popular dining spot in Tanay serving authentic Rizal dishes and affordable comfort food favored by locals.,Tanay,Rizal,restaurant|romantic,Tanay Highlands Tanay Rizal Philippines,
"Diocesan Shrine and Parish of Saint Joseph - Baras, Rizal (Diocese of Antipolo)",Historical Site/Family,"Baras, Rizal",14.52462603,121.267569,"The central religious and historical landmark of Baras, serving as the spiritual heart of the Catholic community in Rizal.",Baras,Rizal,historical site|family,"Diocesan Shrine and Parish of Saint Joseph - Baras, Rizal (Diocese of Antipolo) Baras Rizal Philippines",
Baras Public Market,Pasalubong Store/Family,"Baras, Rizal",14.52702965,121.2624764,"The bustling trade center of Baras, Rizal, offering fresh local produce, regional delicacies, and native handicrafts.",Baras,Rizal,pasalubong store|family,Baras Public Market Baras Rizal Philippines,
